id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest
2352,Male,45,Greater than 45,African-American,0,1,0,0,0,-1,1/01/2013 11:17,2/01/2013 7:35,1/01/2013,,1,M,Battery,0,,
2353,Male,47,Greater than 45,Caucasian,0,1,0,0,0,-1,11/02/2014 8:50,12/02/2014 8:19,11/02/2014,,1,M,Battery,0,,
2354,Male,24,Less than 25,African-American,0,3,0,0,0,-1,7/08/2013 7:24,17/08/2013 4:49,7/08/2013,,1,F,Burgl Dwel/Struct/Convey Armed,1,(M2),0
2355,Male,20,Less than 25,African-American,0,3,0,0,0,-1,8/09/2014 10:28,11/09/2014 5:12,8/09/2014,,1,M,Battery,1,(M2),0
2356,Male,51,Greater than 45,Caucasian,0,1,0,0,6,0,12/05/2014 1:49,12/05/2014 7:22,,12/05/2014,0,F,arrest case no charge,1,(M2),0
2357,Male,34,25 - 45,African-American,0,3,0,0,2,,,,28/10/2013,,128,M,Ride Tri-Rail Without Paying,0,,
2360,Male,22,Less than 25,Hispanic,0,3,0,0,2,102,21/07/2013 8:15,22/07/2013 2:48,,27/07/2012,257,F,arrest case no charge,0,,
2361,Female,49,Greater than 45,Caucasian,0,2,0,0,2,-1,10/08/2013 9:55,22/08/2013 9:53,10/08/2013,,1,M,Viol Prot Injunc Repeat Viol,1,(M1),66
2363,Male,41,25 - 45,Caucasian,0,1,0,0,5,-1,11/09/2013 6:57,12/09/2013 8:29,11/09/2013,,1,F,Felony Driving While Lic Suspd,0,,
2365,Male,49,Greater than 45,Caucasian,0,3,0,0,1,-16,5/01/2014 12:24,18/01/2014 9:56,4/01/2014,,17,F,Resist Officer w/Violence,0,,
2366,Male,26,25 - 45,Hispanic,0,1,0,0,0,-1,6/10/2013 6:10,7/10/2013 2:03,6/10/2013,,1,M,Battery,0,,
2367,Female,34,25 - 45,Caucasian,0,3,0,0,2,-49,29/10/2013 8:31,9/12/2013 9:47,29/10/2013,,49,F,Uttering a Forged Instrument,1,(M1),
2370,Female,28,25 - 45,African-American,0,3,0,0,0,-1,20/10/2013 9:56,21/10/2013 9:59,20/10/2013,,1,M,Battery,0,,
2371,Male,33,25 - 45,Caucasian,0,2,0,0,2,-1,29/03/2013 10:41,31/03/2013 2:30,29/03/2013,,1,M,Driving License Suspended,0,,
2372,Male,46,Greater than 45,African-American,0,7,0,0,0,0,12/11/2013 12:24,13/11/2013 2:28,11/11/2013,,1,F,Driving While License Revoked,0,,
2374,Male,21,Less than 25,African-American,0,4,0,0,0,-1,6/03/2013 12:46,8/03/2013 5:32,6/03/2013,,1,M,Disrupting School Function,1,(M2),
2376,Male,26,25 - 45,African-American,0,9,1,3,14,0,13/08/2013 12:24,13/08/2013 10:16,12/08/2013,,1,F,Pos Cannabis W/Intent Sel/Del,1,(M1),0
2380,Female,28,25 - 45,Hispanic,0,5,0,0,2,-68,4/10/2013 2:31,11/10/2013 10:49,,7/10/2013,65,M,arrest case no charge,0,,
2381,Male,48,Greater than 45,Hispanic,0,1,0,0,1,2,18/04/2013 7:59,22/08/2013 11:38,,29/10/2012,169,F,arrest case no charge,1,(F3),0
2382,Male,58,Greater than 45,African-American,0,6,0,0,24,0,16/09/2013 3:15,19/09/2013 9:14,16/09/2013,,0,F,Felony Petit Theft,1,(M2),
2383,Male,29,25 - 45,Other,0,1,0,0,0,-1,2/01/2013 8:04,3/01/2013 11:24,2/01/2013,,1,F,Pos Cannabis W/Intent Sel/Del,0,,
2385,Female,20,Less than 25,African-American,0,10,0,3,2,-1,13/12/2014 6:46,5/01/2015 9:45,,13/12/2014,1,F,arrest case no charge,1,(MO3),0
2386,Male,28,25 - 45,African-American,0,4,0,0,0,0,21/03/2013 2:14,21/03/2013 7:15,20/03/2013,,1,M,Possess Cannabis/20 Grams Or Less,1,(M1),0
2387,Male,21,Less than 25,Caucasian,0,8,0,0,0,0,10/05/2013 2:20,14/05/2013 5:41,9/05/2013,,1,F,Grand Theft in the 3rd Degree,1,(F2),1
2388,Male,26,25 - 45,Other,0,7,0,0,0,-1,14/02/2013 12:24,15/02/2013 7:56,14/02/2013,,1,F,Burglary Structure Unoccup,0,,
2389,Male,34,25 - 45,African-American,0,1,0,0,3,-4,25/04/2013 12:41,26/04/2013 7:20,,25/04/2013,4,M,arrest case no charge,0,,
2390,Male,32,25 - 45,African-American,2,8,0,0,15,-1,26/05/2013 2:00,2/06/2013 4:30,26/05/2013,,1,F,Driving While License Revoked,1,(F3),0
2392,Male,38,25 - 45,African-American,0,4,0,1,10,0,24/02/2013 2:36,6/03/2013 10:26,23/02/2013,,1,F,Robbery / Weapon,1,(M2),0
2393,Male,22,Less than 25,African-American,0,3,0,0,0,-1,20/03/2014 6:54,21/03/2014 8:13,20/03/2014,,1,F,Burglary Unoccupied Dwelling,0,,
2394,Male,42,25 - 45,Caucasian,0,5,0,0,2,-1,9/12/2013 6:46,9/12/2013 9:04,9/12/2013,,1,F,Possession of Cocaine,1,(F3),1
2396,Female,57,Greater than 45,Caucasian,0,4,0,0,0,-1,17/05/2013 3:48,18/05/2013 8:14,17/05/2013,,1,M,Disorderly Conduct,0,,
2398,Female,56,Greater than 45,Caucasian,0,1,0,0,1,-20,1/06/2013 6:55,2/06/2013 8:24,1/06/2013,,20,F,Resist Officer w/Violence,0,,
2399,Male,32,25 - 45,Hispanic,0,5,0,0,2,0,28/09/2013 4:33,29/09/2013 2:18,28/09/2013,,0,M,Viol Prot Injunc Repeat Viol,1,(F3),1
2400,Male,30,25 - 45,African-American,0,8,2,2,11,-1,30/04/2013 9:54,1/05/2013 8:55,30/04/2013,,1,F,Strong Armed  Robbery,0,,
2401,Male,29,25 - 45,African-American,0,1,0,0,2,-1,16/03/2014 9:38,17/03/2014 2:19,16/03/2014,,1,M,Driving License Suspended,0,,
2402,Male,46,Greater than 45,African-American,0,7,0,1,15,-1,27/05/2013 10:42,3/06/2013 8:56,27/05/2013,,1,F,Driving While License Revoked,1,(F3),0
2404,Male,36,25 - 45,African-American,2,10,0,0,5,-64,31/07/2013 6:00,2/08/2013 4:52,31/07/2013,,64,F,Poss Trifluoromethylphenylpipe,0,,
2405,Female,24,Less than 25,African-American,0,3,0,0,0,-1,25/02/2014 9:55,26/02/2014 9:35,25/02/2014,,1,F,Felony Batt(Great Bodily Harm),0,,
2406,Female,70,Greater than 45,African-American,0,1,0,0,1,-1,27/01/2013 7:29,29/01/2013 7:21,,27/01/2013,1,F,arrest case no charge,0,,
2407,Male,21,Less than 25,Hispanic,0,6,0,0,0,0,19/01/2014 3:10,19/01/2014 9:19,19/01/2014,,0,F,"Poss3,4 Methylenedioxymethcath",1,(M2),
2408,Female,45,Greater than 45,Caucasian,0,1,0,0,1,-11,6/01/2013 9:52,7/01/2013 1:30,6/01/2013,,11,M,Battery,0,,
2410,Female,33,25 - 45,Hispanic,0,4,0,0,2,-1,20/10/2013 5:05,22/10/2013 5:40,20/10/2013,,1,M,Viol Prot Injunc Repeat Viol,0,,
2411,Female,39,25 - 45,African-American,0,5,1,0,6,0,19/01/2013 2:54,20/01/2013 1:40,18/01/2013,,1,F,Grand Theft in the 3rd Degree,0,,
2412,Male,25,25 - 45,Caucasian,0,4,1,0,6,-16,16/04/2013 9:53,18/04/2013 7:30,,16/04/2013,16,F,arrest case no charge,0,,
2415,Male,48,Greater than 45,Hispanic,0,1,0,0,1,0,31/01/2013 2:01,1/02/2013 5:20,30/01/2013,,1,M,DUI Level 0.15 Or Minor In Veh,0,,
2416,Female,32,25 - 45,Caucasian,0,2,0,0,1,-41,21/01/2014 11:26,19/02/2014 9:32,21/01/2014,,41,M,DUI Level 0.15 Or Minor In Veh,1,(M2),
2418,Male,46,Greater than 45,Caucasian,0,1,0,0,0,-1,11/05/2013 12:25,12/05/2013 7:06,11/05/2013,,1,F,Cruelty Toward Child,0,,
2420,Male,28,25 - 45,Caucasian,0,2,0,0,0,0,24/01/2013 12:35,27/01/2013 8:05,23/01/2013,,1,M,Battery,1,(F3),
2421,Male,32,25 - 45,Caucasian,0,2,0,0,1,,,,11/08/2012,,229,M,DUI Level 0.15 Or Minor In Veh,0,,
2422,Male,27,25 - 45,African-American,0,2,0,0,1,-1,28/01/2014 8:05,29/01/2014 9:07,28/01/2014,,1,F,Grand Theft in the 3rd Degree,0,,
2425,Male,43,25 - 45,Caucasian,0,7,0,0,11,16,6/09/2013 5:24,22/11/2013 4:21,6/01/2013,,227,F,Felony DUI (level 3),1,(M1),1
2426,Male,56,Greater than 45,Caucasian,0,5,0,0,5,-38,24/09/2013 1:33,15/10/2013 10:35,,24/09/2013,38,F,arrest case no charge,1,(M2),0
2427,Male,30,25 - 45,African-American,0,10,0,0,9,0,1/05/2013 3:22,20/06/2013 6:27,1/05/2013,,0,F,Possession of Cocaine,1,(F3),0
2428,Male,35,25 - 45,African-American,0,9,4,17,12,,,,1/02/2011,,734,F,Poss Cocaine/Intent To Del/Sel,0,,
2429,Male,29,25 - 45,Caucasian,0,3,0,0,1,-22,30/07/2013 9:15,31/07/2013 1:52,30/07/2013,,22,F,Possession of Cocaine,0,,
2430,Male,54,Greater than 45,African-American,0,1,0,0,8,0,20/07/2014 12:05,20/07/2014 9:40,19/07/2014,,1,F,Possession of Cocaine,1,(F3),0
2431,Female,20,Less than 25,Caucasian,0,4,0,0,0,0,23/11/2013 5:18,23/11/2013 9:23,23/11/2013,,0,F,Possession of Cocaine,0,,
2432,Male,29,25 - 45,African-American,0,1,0,0,0,-1,17/12/2013 9:14,18/12/2013 1:06,17/12/2013,,1,F,Felony Battery (Dom Strang),0,,
2437,Male,28,25 - 45,Other,0,2,0,0,3,,,,,6/05/2013,249,F,arrest case no charge,0,,
2438,Male,67,Greater than 45,Asian,0,1,0,0,0,-1,19/08/2013 9:39,20/08/2013 1:59,19/08/2013,,1,M,Battery,0,,
2439,Female,46,Greater than 45,African-American,0,5,0,0,1,,,,30/03/2010,,1041,M,Driving License Suspended,0,,
2441,Male,25,25 - 45,Other,0,2,0,0,0,-1,12/08/2013 10:12,13/08/2013 8:19,12/08/2013,,1,F,Child Abuse,0,,
2442,Male,24,Less than 25,African-American,0,9,2,1,8,-1,15/05/2013 6:50,16/05/2013 4:10,,15/05/2013,1,F,arrest case no charge,1,(M2),20
2443,Male,29,25 - 45,Other,0,6,0,0,3,-1,10/05/2013 5:06,4/11/2013 3:54,10/05/2013,,1,F,Uttering a Forged Instrument,0,,
2444,Male,45,Greater than 45,African-American,0,6,0,0,2,-1,1/02/2013 10:14,2/03/2013 4:50,23/02/2012,,345,M,Carry Open/Uncov Bev In Pub,0,,
2445,Male,31,25 - 45,African-American,0,5,0,0,5,-1,18/01/2013 9:23,29/01/2013 10:28,,18/01/2013,1,F,arrest case no charge,1,(M2),
2446,Male,23,Less than 25,Caucasian,0,3,0,0,0,-1,11/06/2014 9:35,19/06/2014 5:16,11/06/2014,,1,F,Aggravated Assault W/Dead Weap,1,(M1),0
2448,Male,21,Less than 25,African-American,0,8,0,0,0,-1,13/02/2014 5:07,22/02/2014 3:58,13/02/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),0
2451,Male,61,Greater than 45,Caucasian,0,1,0,0,0,-1,4/02/2014 8:06,5/02/2014 1:12,4/02/2014,,1,M,Driving Under The Influence,0,,
2453,Female,51,Greater than 45,Caucasian,0,7,0,0,5,-1,29/11/2013 12:24,20/12/2013 6:40,29/11/2013,,1,M,Battery,1,(F3),0
2454,Male,32,25 - 45,Other,0,1,0,0,1,-15,30/05/2013 4:25,14/06/2013 11:57,30/05/2013,,15,F,Robbery W/Firearm,0,,
2456,Male,43,25 - 45,Caucasian,0,6,0,0,9,-2,19/02/2013 9:10,20/02/2013 6:59,19/02/2013,,2,F,Possession of Hydrocodone,0,,
2457,Male,32,25 - 45,Other,0,1,0,0,0,-1,24/01/2014 1:37,25/01/2014 8:23,24/01/2014,,1,M,Battery,0,,
2459,Male,36,25 - 45,African-American,0,5,0,0,0,-1,11/02/2014 12:51,12/02/2014 8:49,11/02/2014,,1,F,Felony Driving While Lic Suspd,0,,
2460,Male,58,Greater than 45,Caucasian,0,4,0,0,3,0,26/09/2013 3:32,11/10/2013 9:41,26/09/2013,,0,F,Felony Petit Theft,1,(F3),0
2462,Male,32,25 - 45,African-American,0,2,0,0,1,,,,13/11/2010,,885,M,Disorderly Conduct,0,,
2464,Male,57,Greater than 45,African-American,0,9,0,0,12,-1,28/05/2013 8:29,18/07/2013 3:49,28/05/2013,,1,F,Possession of Cocaine,0,,
2465,Male,37,25 - 45,African-American,0,7,0,0,2,0,14/01/2013 4:05,14/01/2013 8:46,14/01/2013,,0,F,Possession Of Alprazolam,0,,
2467,Male,44,25 - 45,African-American,0,6,0,0,6,-1,22/10/2013 4:50,24/10/2013 3:57,,22/10/2013,1,F,arrest case no charge,0,,
2470,Male,51,Greater than 45,African-American,0,2,0,0,8,,,,,4/11/2011,447,F,arrest case no charge,0,,
2471,Male,45,Greater than 45,Hispanic,0,6,0,0,4,,,,26/11/2012,,140,F,Agg Assault Law Enforc Officer,0,,
2472,Male,28,25 - 45,Caucasian,0,8,0,2,9,112,14/01/2014 5:32,11/05/2014 4:56,1/12/2012,,297,M,Petit Theft,0,,
2474,Male,45,Greater than 45,African-American,0,7,0,0,8,-1,3/05/2013 7:04,4/05/2013 1:16,,4/05/2013,0,F,arrest case no charge,1,(M2),
2475,Male,48,Greater than 45,Other,0,1,0,0,1,-1,28/03/2013 8:32,30/03/2013 9:14,,28/03/2013,1,F,arrest case no charge,0,,
2476,Male,26,25 - 45,African-American,0,8,1,1,13,0,30/08/2013 12:08,30/08/2013 8:05,29/08/2013,,1,F,Driving While License Revoked,1,(M1),0
2477,Male,34,25 - 45,Caucasian,1,6,0,0,9,-1,25/04/2014 3:08,26/04/2014 7:58,25/04/2014,,1,F,Agg Assault W/int Com Fel Dome,1,(M2),
2478,Male,25,25 - 45,African-American,0,3,0,0,0,-1,16/03/2013 4:30,18/03/2013 3:05,16/03/2013,,1,F,Aggrav Battery w/Deadly Weapon,0,,
2479,Male,31,25 - 45,African-American,0,7,0,0,8,-1,17/02/2013 12:26,18/02/2013 9:10,17/02/2013,,1,M,Battery,1,(F3),0
2480,Male,43,25 - 45,African-American,0,1,0,0,1,-1,29/09/2013 3:52,30/09/2013 8:01,,29/09/2013,1,F,arrest case no charge,0,,
2482,Male,30,25 - 45,African-American,0,1,0,0,0,0,10/03/2014 3:07,10/03/2014 9:40,10/03/2014,,0,M,Battery,0,,
2484,Male,50,Greater than 45,Caucasian,0,1,0,0,0,-2,21/09/2013 8:09,22/09/2013 6:17,21/09/2013,,2,M,Driving Under The Influence,0,,
2485,Female,31,25 - 45,African-American,0,2,0,0,2,-1,7/10/2013 5:44,8/10/2013 9:17,7/10/2013,,1,F,Grand Theft (Motor Vehicle),0,,
2486,Female,33,25 - 45,Caucasian,0,6,0,0,7,-6,2/11/2013 7:20,3/11/2013 1:50,2/11/2013,,6,M,Battery,0,,
2487,Male,32,25 - 45,African-American,0,5,0,0,1,-1,6/11/2013 10:29,26/11/2013 6:16,6/11/2013,,1,F,False Ownership Info/Pawn Item,1,(F1),0
2488,Female,46,Greater than 45,Caucasian,0,1,0,0,0,0,5/12/2013 3:01,7/12/2013 4:37,4/12/2013,,1,M,Battery,1,(M1),1
2489,Male,22,Less than 25,Hispanic,0,6,0,0,0,-1,27/03/2013 7:30,28/03/2013 8:32,27/03/2013,,1,F,Crimin Mischief Damage $1000+,0,,
2490,Male,37,25 - 45,African-American,0,5,0,0,8,-1,28/05/2014 6:27,29/05/2014 9:05,28/05/2014,,1,F,Felony Driving While Lic Suspd,1,(M1),
2493,Female,32,25 - 45,Caucasian,0,6,0,0,6,-1,13/03/2014 5:35,21/03/2014 7:43,,13/03/2014,1,F,arrest case no charge,1,(M2),0
2494,Female,23,Less than 25,African-American,0,7,0,0,2,-1,23/12/2013 8:26,24/12/2013 12:52,23/12/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
2495,Male,21,Less than 25,Caucasian,0,5,0,0,0,0,1/03/2013 12:01,1/03/2013 1:51,28/02/2013,,1,F,Pos Cannabis W/Intent Sel/Del,0,,
2496,Male,22,Less than 25,Other,0,9,0,0,1,,,,10/04/2012,,287,F,Grand Theft in the 3rd Degree,0,,
2497,Male,52,Greater than 45,Other,0,1,0,0,2,-1,17/10/2013 7:46,18/10/2013 7:52,,17/10/2013,1,F,arrest case no charge,0,,
2498,Male,49,Greater than 45,Caucasian,0,2,0,0,2,-1,28/09/2013 6:28,29/09/2013 7:31,28/09/2013,,1,M,Battery,0,,
2499,Male,55,Greater than 45,Caucasian,0,7,0,0,3,-1,3/01/2013 5:45,8/02/2013 6:03,3/01/2013,,1,F,Possession of Cocaine,1,(F3),1
2501,Male,22,Less than 25,African-American,0,2,0,0,0,-1,27/08/2013 5:03,28/08/2013 7:45,27/08/2013,,1,F,Uttering a Forged Instrument,0,,
2502,Male,45,Greater than 45,Hispanic,0,1,0,0,0,-1,18/04/2013 4:57,1/05/2013 9:03,18/04/2013,,1,F,Grand Theft (Motor Vehicle),0,,
2503,Female,31,25 - 45,African-American,0,5,0,0,7,-1,4/01/2014 8:03,5/01/2014 9:50,4/01/2014,,1,F,Felony Driving While Lic Suspd,1,(M2),0
2504,Male,22,Less than 25,Caucasian,0,2,0,1,0,-1,12/02/2014 8:06,13/02/2014 8:29,12/02/2014,,1,M,Petit Theft,1,(M1),0
2507,Male,28,25 - 45,African-American,0,6,0,0,5,-1,16/03/2013 4:56,17/03/2013 8:00,16/03/2013,,1,M,Possess Cannabis/20 Grams Or Less,0,,
2509,Male,21,Less than 25,African-American,0,5,0,0,1,-1,30/10/2013 4:56,10/11/2013 9:03,30/10/2013,,1,F,Grand Theft in the 3rd Degree,1,(M2),99
2511,Male,37,25 - 45,Hispanic,0,3,0,1,2,-1,10/02/2014 5:10,11/02/2014 8:51,10/02/2014,,1,M,Exposes Culpable Negligence,0,,
2512,Male,30,25 - 45,African-American,0,7,2,0,21,-1,19/02/2013 3:27,20/02/2013 9:04,,19/02/2013,1,F,arrest case no charge,1,(F3),0
2513,Male,22,Less than 25,African-American,0,10,0,1,13,-1,8/10/2013 11:48,9/10/2013 9:59,8/10/2013,,1,F,Poss Cntrft Contr Sub w/Intent,1,(M2),
2514,Male,35,25 - 45,African-American,0,9,1,0,23,-1,22/10/2014 9:03,23/10/2014 10:13,22/10/2014,,1,F,Poss Pyrrolidinovalerophenone,1,(F3),0
2515,Male,28,25 - 45,African-American,2,10,1,0,11,-1,1/11/2013 7:35,27/11/2013 7:48,1/11/2013,,1,F,Fleeing Or Attmp Eluding A Leo,0,,
2516,Male,24,Less than 25,African-American,0,3,0,0,1,-1,15/01/2013 6:16,16/01/2013 8:39,15/01/2013,,1,F,Driving While License Revoked,0,,
2517,Male,44,25 - 45,African-American,0,3,0,0,9,73,6/12/2013 12:47,10/02/2014 10:51,,15/05/2013,132,F,arrest case no charge,0,,
2518,Male,25,25 - 45,Hispanic,0,8,0,4,5,,,,,11/11/2010,1223,F,arrest case no charge,0,,
2519,Male,32,25 - 45,African-American,1,7,3,0,24,-1,14/11/2014 10:48,17/11/2014 8:11,14/11/2014,,1,F,Driving While License Revoked,1,(F3),0
2520,Male,29,25 - 45,African-American,0,3,0,0,5,35,7/03/2013 12:17,21/03/2013 9:30,7/12/2012,,55,F,Att Burgl Unoccupied Dwel,1,(M1),0
2521,Female,24,Less than 25,African-American,0,5,0,0,1,-1,14/11/2013 9:08,15/11/2013 2:04,14/11/2013,,1,F,Grand Theft in the 3rd Degree,0,,
2523,Male,57,Greater than 45,African-American,0,3,0,0,19,-1,21/03/2014 6:27,22/03/2014 8:09,21/03/2014,,1,F,Felony Driving While Lic Suspd,0,,
2524,Male,21,Less than 25,Other,0,6,0,0,0,-1,13/05/2013 6:53,14/05/2013 6:24,13/05/2013,,1,M,Prowling/Loitering,0,,
2525,Male,28,25 - 45,Caucasian,0,2,0,0,0,0,24/04/2013 12:33,24/04/2013 8:20,23/04/2013,,1,F,Counterfeit Lic Plates/Sticker,0,,
2526,Male,51,Greater than 45,Caucasian,0,1,0,0,0,0,20/03/2013 12:24,20/06/2013 9:35,19/03/2013,,1,M,Battery,0,,
2527,Male,34,25 - 45,African-American,0,9,0,0,6,205,28/03/2014 12:07,31/10/2014 5:30,23/10/2004,,3238,F,Possession of Cocaine,1,(M1),1
2529,Male,26,25 - 45,African-American,0,2,0,0,0,-1,22/01/2013 12:09,23/01/2013 1:38,22/01/2013,,1,M,Unlaw LicTag/Sticker Attach,1,(M2),
2530,Male,20,Less than 25,African-American,0,6,0,3,0,-1,16/04/2014 6:07,17/04/2014 9:03,16/04/2014,,1,F,Possession of Butylone,1,(M1),1
2532,Male,25,25 - 45,African-American,0,7,1,0,6,-1,16/08/2013 10:52,18/09/2013 5:34,,17/08/2013,0,M,arrest case no charge,0,,
2533,Male,19,Less than 25,Caucasian,0,6,0,0,0,-1,3/07/2014 9:58,6/07/2014 4:26,3/07/2014,,1,M,Battery,1,(M1),0
2534,Male,49,Greater than 45,Caucasian,0,1,0,0,1,-1,9/12/2013 10:09,30/12/2013 8:32,,9/12/2013,1,F,arrest case no charge,1,(F3),0
2536,Male,57,Greater than 45,African-American,0,10,0,0,27,-9,30/12/2013 9:12,8/01/2014 10:44,,30/12/2013,9,M,arrest case no charge,0,,
2537,Female,27,25 - 45,African-American,0,2,0,0,0,0,8/04/2013 4:39,9/04/2013 2:11,8/04/2013,,0,M,Battery,0,,
2538,Male,66,Greater than 45,Caucasian,0,1,0,0,1,-1,12/01/2013 2:09,31/01/2013 9:56,,12/01/2013,1,M,arrest case no charge,0,,
2539,Female,25,25 - 45,African-American,0,7,0,0,4,-46,9/01/2014 1:09,25/01/2014 3:15,,9/01/2014,46,M,arrest case no charge,1,(M1),
2540,Male,21,Less than 25,Caucasian,0,3,0,0,0,0,26/01/2013 4:26,26/01/2013 7:17,,26/01/2013,0,F,arrest case no charge,0,,
2541,Male,45,Greater than 45,Caucasian,0,2,0,0,1,0,11/03/2013 12:31,11/03/2013 1:32,10/03/2013,,1,F,Possession of Cocaine,0,,
2542,Male,38,25 - 45,African-American,0,6,0,0,6,-205,30/03/2013 11:14,19/10/2013 2:01,30/03/2013,,205,F,Aggravated Assault,1,(M2),0
2543,Male,37,25 - 45,African-American,2,8,3,0,24,-1,20/01/2013 3:28,9/02/2013 2:24,20/01/2013,,1,F,Burglary With Assault/battery,0,,
2544,Male,44,25 - 45,Caucasian,0,9,0,0,13,0,22/11/2014 12:35,9/12/2014 9:51,21/11/2014,,1,F,Crimin Mischief Damage $1000+,1,(M2),0
2546,Male,64,Greater than 45,African-American,0,4,0,0,0,-1,16/08/2013 7:03,20/08/2013 7:40,16/08/2013,,1,F,Grand Theft in the 3rd Degree,0,,
2548,Male,30,25 - 45,African-American,0,6,0,0,1,-1,7/02/2013 3:51,8/02/2013 2:09,7/02/2013,,1,F,Deliver Cocaine,1,(M1),0
2549,Male,61,Greater than 45,African-American,0,1,0,0,1,-1,13/08/2013 3:15,15/08/2013 4:26,,13/08/2013,1,M,arrest case no charge,0,,
2550,Male,33,25 - 45,Caucasian,0,3,0,0,0,,,,18/12/2013,,1,F,Driving While License Revoked,0,,
2554,Female,49,Greater than 45,Caucasian,0,2,0,0,8,-10,18/02/2014 11:26,27/02/2014 4:09,,18/02/2014,10,F,arrest case no charge,0,,
2556,Male,23,Less than 25,African-American,0,7,0,0,0,0,10/02/2013 12:53,11/02/2013 7:30,9/02/2013,,1,F,Tampering With Physical Evidence,0,,
2557,Male,33,25 - 45,African-American,0,8,0,0,14,-79,27/08/2013 9:01,3/11/2013 2:08,27/08/2013,,79,F,Resist Officer w/Violence,0,,
2560,Male,21,Less than 25,Caucasian,0,9,0,0,0,-2,27/07/2013 11:47,28/07/2013 5:43,27/07/2013,,2,F,Sale/Del Cannabis At/Near Scho,1,(F3),0
2561,Female,30,25 - 45,Caucasian,0,10,0,0,2,-1,16/12/2014 1:46,28/01/2015 12:32,17/12/2014,,0,F,Burglary Unoccupied Dwelling,1,(M1),0
2562,Male,26,25 - 45,Hispanic,0,4,0,1,7,0,20/08/2013 12:51,22/08/2013 5:25,19/08/2013,,1,M,Battery,0,,
2564,Male,35,25 - 45,Other,0,1,0,0,3,-1,20/01/2013 5:18,21/01/2013 7:52,20/01/2013,,1,M,Battery,1,(M1),96
2566,Male,27,25 - 45,African-American,0,9,0,1,2,-1,1/01/2013 9:18,2/01/2013 11:09,1/01/2013,,1,M,Possess Cannabis/20 Grams Or Less,1,(M2),
2567,Male,38,25 - 45,Caucasian,0,6,0,0,1,0,4/01/2013 12:48,19/01/2013 9:25,3/01/2013,,1,M,Battery,0,,
2568,Male,48,Greater than 45,African-American,0,9,0,0,14,23,27/02/2013 3:22,19/07/2013 10:47,,12/04/2012,298,F,arrest case no charge,1,(F3),0
2569,Male,26,25 - 45,Caucasian,0,2,0,0,0,-1,4/03/2014 4:15,5/03/2014 1:44,4/03/2014,,1,M,Battery,0,,
2571,Male,24,Less than 25,African-American,0,8,1,0,4,-27,2/08/2013 8:34,29/08/2013 5:18,2/08/2013,,27,F,Possession of Cocaine,1,(F3),0
2572,Female,28,25 - 45,African-American,0,5,0,0,2,0,10/06/2014 5:18,11/06/2014 1:59,10/06/2014,,0,F,Possession Of Alprazolam,1,(M2),
2573,Female,44,25 - 45,Caucasian,0,6,0,0,4,0,17/03/2013 4:09,22/03/2013 5:53,17/03/2013,,0,F,Possession of Cocaine,1,(M2),0
2574,Male,23,Less than 25,Caucasian,0,7,0,1,2,0,2/04/2013 2:25,15/04/2013 9:11,2/04/2013,,0,F,Poss of Firearm by Convic Felo,1,(F3),
2575,Female,34,25 - 45,Caucasian,0,6,0,0,1,-1,6/02/2013 10:06,19/02/2013 7:35,,6/02/2013,1,F,arrest case no charge,1,(F3),0
2576,Male,20,Less than 25,Caucasian,0,5,1,0,1,-1,26/05/2014 5:28,27/05/2014 12:59,26/05/2014,,1,F,Burglary Conveyance Unoccup,1,(M1),18
2578,Male,63,Greater than 45,Other,0,4,0,0,23,-1,29/03/2014 7:19,31/03/2014 8:47,29/03/2014,,1,F,Felony Petit Theft,1,(M1),0
2579,Female,36,25 - 45,African-American,0,1,0,0,0,0,20/03/2014 5:28,20/03/2014 10:13,20/03/2014,,0,M,DUI Level 0.15 Or Minor In Veh,0,,
2580,Male,58,Greater than 45,Caucasian,0,1,0,0,1,-1,2/04/2013 11:17,21/06/2013 10:09,,2/04/2013,1,F,arrest case no charge,0,,
2581,Male,25,25 - 45,African-American,0,7,0,0,7,463,12/12/2014 5:41,12/12/2014 8:47,,3/04/2012,520,F,arrest case no charge,1,(F3),0
2582,Male,46,Greater than 45,Caucasian,0,3,0,0,5,125,6/02/2014 4:42,6/02/2014 10:06,,6/02/2013,240,M,arrest case no charge,0,,
2583,Female,35,25 - 45,Caucasian,0,3,0,0,4,-30,13/08/2013 8:23,27/08/2013 6:21,13/08/2013,,30,F,Felony Battery w/Prior Convict,0,,
2584,Male,23,Less than 25,African-American,0,7,0,0,3,-1,5/05/2013 5:12,6/05/2013 8:15,5/05/2013,,1,F,Burglary Unoccupied Dwelling,0,,
2586,Male,40,25 - 45,Caucasian,0,1,0,0,1,-21,2/12/2013 3:16,23/12/2013 11:40,2/12/2013,,21,F,Attempted Robbery  No Weapon,0,,
2588,Male,31,25 - 45,Hispanic,0,3,0,0,3,-1,13/10/2013 3:10,14/10/2013 2:35,13/10/2013,,1,F,Tamper With Witness/Victim/CI,0,,
